AppointmentID,ClinicID,PetID,ClientID,VeterinarianID,AppointmentDate,AppointmentTime,AppointmentType,BookingChannel,AppointmentStatus,ScheduledMinutes,ActualMinutes,WaitTimeMinutes,PrimaryDiagnosis,NewPatientVisit,FollowUpRecommended,SatisfactionScore
A0009887,CL001,P012626,C008395,EMP0016,2024-02-26,10:15,Wellness,Online,No Show,30,,,,No,No,
A0009888,CL002,P002527,C001679,EMP0035,2025-11-05,17:30,Dental,In Person,No Show,120,,,,Yes,No,
A0009889,CL011,P004348,C002900,EMP0254,2024-03-07,12:15,Surgery,Mobile App,Completed,150,184,6,Gastrointestinal Upset,No,No,
A0009890,CL002,P004592,C003050,EMP0034,2025-06-28,16:30,Wellness,In Person,Completed,30,26,0,Otitis Externa,No,No,1
A0009891,CL011,P004239,C002819,EMP0264,2025-04-22,16:00,Wellness,Online,Completed,30,22,8,Dermatitis/Allergy,No,No,
A0009892,CL001,P001567,C001050,EMP0020,2025-10-27,11:00,Wellness,Mobile App,Cancelled,30,,,,Yes,No,
A0009893,CL001,P007372,C004927,EMP0019,2025-03-29,12:45,Vaccination,Mobile App,Completed,20,20,16,Kidney Disease,No,No,
A0009894,CL007,P004020,C002664,EMP0163,2025-05-17,11:15,Sick Visit,Mobile App,Completed,30,34,17,Dental Disease,No,Yes,3
A0009895,CL005,P000827,C000566,EMP0118,2024-11-20,14:45,Wellness,Online,No Show,30,,,,No,No,
A0009896,CL006,P010568,C007010,EMP0135,2025-12-07,11:45,Wellness,Online,Completed,30,37,18,Dental Disease,No,Yes,5
A0009897,CL008,P001668,C001111,EMP0193,2024-01-01,12:00,Wellness,Phone,Completed,30,22,28,Urinary Tract Disease,No,No,
A0009898,CL007,P008443,C005639,EMP0170,2025-12-18,17:00,Sick Visit,Online,Completed,30,49,15,Upper Respiratory Infection,Yes,No,5
A0009899,CL011,P004030,C002670,EMP0256,2024-10-26,08:15,Wellness,In Person,Completed,30,24,13,Mass/Neoplasia,No,Yes,4
A0009900,CL011,P003418,C002266,EMP0266,2024-03-18,09:30,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0009901,CL007,P005488,C003683,EMP0165,2025-04-16,12:30,Follow-up,In Person,No Show,20,,,,No,No,
A0009902,CL001,P012418,C008250,EMP0026,2024-02-09,09:45,Vaccination,In Person,Completed,20,16,12,Trauma,No,No,5
A0009903,CL009,P006646,C004449,EMP0201,2024-08-12,09:15,Wellness,In Person,Completed,30,41,12,Routine/Healthy,No,Yes,5
A0009904,CL008,P004489,C002979,EMP0194,2025-10-14,15:15,Wellness,Mobile App,Completed,30,22,1,Diabetes,No,Yes,5
A0009905,CL003,P000482,C000332,EMP0062,2025-05-21,13:45,Sick Visit,Online,Completed,30,34,19,Dental Disease,No,No,5
A0009906,CL009,P003059,C002033,EMP0203,2024-11-30,13:30,Follow-up,Mobile App,Completed,20,10,18,Other,Yes,Yes,5
A0009907,CL001,P001168,C000782,EMP0008,2025-02-22,11:45,Surgery,In Person,No Show,150,,,,No,No,
A0009908,CL010,P007391,C004939,EMP0227,2024-02-24,14:15,Wellness,In Person,Completed,30,28,25,Dental Disease,No,No,4
A0009909,CL001,P010230,C006800,EMP0029,2024-08-31,15:00,Sick Visit,In Person,Completed,30,30,13,Routine/Healthy,No,Yes,5
A0009910,CL005,P005909,C003962,EMP0111,2024-03-02,15:15,Wellness,Phone,Completed,30,28,9,Upper Respiratory Infection,No,No,
A0009911,CL004,P002571,C001704,EMP0085,2024-03-13,16:00,Surgery,In Person,No Show,150,,,,No,No,
A0009912,CL004,P007033,C004704,EMP0084,2025-07-14,08:45,Wellness,In Person,Completed,30,34,4,Dermatitis/Allergy,Yes,No,4
A0009913,CL007,P010663,C007076,EMP0170,2025-03-17,15:00,Wellness,In Person,Completed,30,23,0,Gastrointestinal Upset,No,No,5
A0009914,CL010,P008775,C005837,EMP0230,2024-09-04,11:45,Sick Visit,Mobile App,Completed,30,35,13,Trauma,Yes,No,3
A0009915,CL003,P003715,C002457,EMP0075,2025-11-17,13:00,Follow-up,Phone,Completed,20,14,3,Routine/Healthy,No,No,5
A0009916,CL003,P000435,C000302,EMP0054,2025-06-03,08:30,Surgery,In Person,Cancelled,150,,,,No,No,
A0009917,CL006,P002642,C001747,EMP0140,2025-07-03,10:45,Wellness,Phone,Completed,30,41,29,Routine/Healthy,No,Yes,4
A0009918,CL010,P002681,C001777,EMP0229,2025-01-30,11:15,Wellness,Phone,No Show,30,,,,No,No,
A0009919,CL011,P005568,C003738,EMP0266,2025-12-24,18:00,Sick Visit,Online,Cancelled,30,,,,Yes,No,
A0009920,CL004,P000762,C000516,EMP0085,2024-02-10,09:45,Dental,Online,No Show,120,,,,No,No,
A0009921,CL012,P011503,C007643,EMP0298,2025-05-21,16:45,Sick Visit,In Person,Completed,30,18,15,Routine/Healthy,No,Yes,3
A0009922,CL006,P000728,C000490,EMP0132,2025-12-16,14:45,Wellness,In Person,Cancelled,30,,,,No,No,
A0009923,CL012,P004132,C002744,EMP0298,2024-04-23,15:15,Sick Visit,Phone,Completed,30,28,19,Diabetes,No,No,5
A0009924,CL003,P011436,C007604,EMP0068,2024-10-10,14:15,Vaccination,In Person,Completed,20,18,16,Lameness/Arthritis,No,No,4
A0009925,CL002,P004944,C003296,EMP0033,2024-06-08,08:30,Wellness,In Person,Completed,30,29,16,Diabetes,No,No,2
A0009926,CL010,P008610,C005735,EMP0223,2024-07-20,08:00,Sick Visit,In Person,No Show,30,,,,No,No,
A0009927,CL009,P006226,C004180,EMP0209,2024-12-04,09:15,Wellness,Mobile App,Completed,30,18,20,Other,No,No,5
A0009928,CL008,P008670,C005770,EMP0190,2024-08-20,17:15,Emergency,Online,Cancelled,60,,,,Yes,No,
A0009929,CL011,P007466,C004984,EMP0257,2024-12-11,13:30,Vaccination,Mobile App,Completed,20,23,14,Routine/Healthy,No,No,5
A0009930,CL009,P003133,C002080,EMP0201,2025-09-22,11:30,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0009931,CL004,P005684,C003818,EMP0099,2024-04-06,09:45,Wellness,Online,Completed,30,22,29,Lameness/Arthritis,No,No,4
A0009932,CL004,P009931,C006607,EMP0085,2025-05-27,09:45,Wellness,Online,Completed,30,24,5,Dental Disease,No,No,5
A0009933,CL010,P004630,C003083,EMP0223,2024-05-21,12:00,Emergency,Online,Cancelled,60,,,,Yes,No,
A0009934,CL002,P002726,C001811,EMP0045,2024-12-24,16:00,Specialty Consult,Online,No Show,60,,,,No,No,
A0009935,CL012,P003509,C002328,EMP0289,2024-12-04,10:15,Sick Visit,Online,Completed,30,31,7,Urinary Tract Disease,No,No,5
A0009936,CL011,P002090,C001395,EMP0263,2024-08-24,16:45,Surgery,Phone,Completed,150,143,8,Routine/Healthy,No,No,5
A0009937,CL011,P002756,C001831,EMP0250,2025-05-18,12:30,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0009938,CL009,P003256,C002161,EMP0206,2025-04-15,10:30,Sick Visit,Mobile App,Completed,30,34,14,Dermatitis/Allergy,No,No,
A0009939,CL004,P006860,C004593,EMP0091,2025-10-08,14:30,Follow-up,Online,Completed,20,11,10,Routine/Healthy,Yes,No,5
A0009940,CL012,P010465,C006948,EMP0298,2024-11-30,10:00,Wellness,In Person,No Show,30,,,,No,No,
A0009941,CL011,P008553,C005702,EMP0266,2024-02-28,11:00,Sick Visit,In Person,Completed,30,33,15,Gastrointestinal Upset,No,Yes,4
A0009942,CL010,P003284,C002177,EMP0223,2025-07-31,10:30,Sick Visit,In Person,No Show,30,,,,No,No,
A0009943,CL005,P008983,C005971,EMP0107,2024-10-08,16:15,Sick Visit,Mobile App,Completed,30,19,14,Dental Disease,No,Yes,5
A0009944,CL009,P004341,C002894,EMP0203,2025-05-01,15:15,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0009945,CL012,P008599,C005729,EMP0281,2025-06-25,13:15,Emergency,In Person,Completed,60,68,35,Kidney Disease,No,No,4
A0009946,CL009,P008308,C005543,EMP0203,2024-11-06,14:00,Vaccination,Mobile App,Cancelled,20,,,,No,No,
A0009947,CL005,P000985,C000669,EMP0126,2024-08-07,12:00,Wellness,In Person,Completed,30,17,7,Other,No,No,5
A0009948,CL010,P010864,C007210,EMP0227,2025-09-03,17:30,Follow-up,Phone,No Show,20,,,,No,No,
A0009949,CL007,P000543,C000372,EMP0170,2024-06-06,08:30,Wellness,Mobile App,Completed,30,38,27,Trauma,No,Yes,5
A0009950,CL004,P008170,C005448,EMP0091,2025-12-22,15:45,Sick Visit,Online,No Show,30,,,,No,No,
A0009951,CL001,P000359,C000245,EMP0008,2024-07-13,13:30,Sick Visit,Online,Cancelled,30,,,,No,No,
A0009952,CL009,P002711,C001800,EMP0218,2024-05-14,18:15,Dental,Mobile App,Completed,120,148,8,Mass/Neoplasia,No,No,5
A0009953,CL010,P006794,C004546,EMP0227,2025-06-29,16:30,Wellness,In Person,Cancelled,30,,,,No,No,
A0009954,CL001,P005470,C003668,EMP0014,2024-12-27,11:00,Sick Visit,In Person,Completed,30,36,12,Urinary Tract Disease,Yes,Yes,5
A0009955,CL008,P011209,C007450,EMP0191,2025-07-24,15:30,Sick Visit,In Person,Completed,30,30,13,Dental Disease,Yes,Yes,4
A0009956,CL002,P005398,C003614,EMP0032,2024-02-27,10:00,Wellness,In Person,Completed,30,29,7,Dermatitis/Allergy,No,Yes,5
A0009957,CL008,P004079,C002704,EMP0181,2024-04-26,10:45,Dental,Mobile App,Completed,120,174,22,Diabetes,No,No,5
A0009958,CL004,P005820,C003900,EMP0099,2024-10-24,08:15,Wellness,Phone,No Show,30,,,,No,No,
A0009959,CL005,P000985,C000669,EMP0107,2024-09-06,10:45,Wellness,Phone,Completed,30,22,19,Gastrointestinal Upset,No,No,4
A0009960,CL006,P011418,C007593,EMP0146,2025-05-10,10:30,Sick Visit,In Person,Completed,30,47,16,Heart Disease,No,No,2
A0009961,CL001,P005512,C003698,EMP0015,2025-01-25,09:15,Dental,In Person,Completed,120,114,16,Lameness/Arthritis,No,No,4
A0009962,CL001,P011148,C007415,EMP0026,2025-09-11,09:45,Vaccination,In Person,No Show,20,,,,No,No,
A0009963,CL001,P007571,C005048,EMP0026,2025-12-17,14:00,Specialty Consult,Online,No Show,60,,,,No,No,
A0009964,CL008,P011113,C007394,EMP0193,2024-07-16,08:45,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0009965,CL002,P010078,C006702,EMP0035,2024-02-26,14:30,Dental,In Person,Completed,120,80,0,Otitis Externa,No,Yes,
A0009966,CL006,P005503,C003693,EMP0144,2024-07-22,09:00,Emergency,Online,Completed,60,51,37,Kidney Disease,No,Yes,4
A0009967,CL002,P004590,C003049,EMP0033,2025-05-09,10:30,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0009968,CL004,P012542,C008333,EMP0089,2025-12-30,18:15,Sick Visit,Online,Completed,30,23,39,Other,No,No,5
A0009969,CL011,P005366,C003592,EMP0266,2024-11-25,10:45,Follow-up,Online,Completed,20,21,13,Routine/Healthy,No,Yes,4
A0009970,CL004,P001630,C001085,EMP0092,2025-07-29,11:00,Sick Visit,Phone,Cancelled,30,,,,No,No,
A0009971,CL008,P005490,C003685,EMP0190,2024-09-17,18:15,Wellness,In Person,Completed,30,31,11,Routine/Healthy,No,No,5
A0009972,CL001,P001984,C001325,EMP0008,2025-05-09,12:15,Follow-up,Phone,Cancelled,20,,,,No,No,
A0009973,CL011,P009881,C006570,EMP0254,2025-11-07,12:00,Sick Visit,In Person,Completed,30,34,0,Urinary Tract Disease,No,No,5
A0009974,CL011,P004385,C002919,EMP0266,2025-04-18,12:15,Wellness,In Person,Completed,30,29,17,Gastrointestinal Upset,No,Yes,
A0009975,CL006,P007869,C005244,EMP0134,2024-06-11,12:00,Wellness,Online,Completed,30,28,11,Other,No,Yes,5
A0009976,CL006,P004432,C002943,EMP0150,2024-03-09,14:00,Sick Visit,Phone,Completed,30,37,29,Diabetes,No,Yes,5
A0009977,CL004,P001413,C000948,EMP0085,2024-07-31,15:15,Specialty Consult,Phone,Cancelled,60,,,,No,No,
A0009978,CL009,P001001,C000679,EMP0201,2025-05-30,11:30,Specialty Consult,Phone,Completed,60,40,10,Gastrointestinal Upset,No,Yes,4
A0009979,CL012,P003259,C002162,EMP0274,2025-10-03,15:15,Follow-up,Mobile App,Completed,20,19,16,Other,Yes,Yes,5
A0009980,CL002,P012559,C008346,EMP0037,2024-08-20,11:00,Surgery,Online,No Show,150,,,,Yes,No,
A0009981,CL002,P000410,C000284,EMP0037,2024-10-02,11:15,Dental,Online,Completed,120,170,20,Routine/Healthy,No,No,4
A0009982,CL001,P001755,C001168,EMP0020,2025-02-06,09:45,Emergency,Phone,Completed,60,56,54,Gastrointestinal Upset,No,Yes,4
A0009983,CL003,P003719,C002458,EMP0070,2025-01-27,15:45,Surgery,Phone,No Show,150,,,,No,No,
A0009984,CL002,P005957,C003998,EMP0041,2024-07-02,11:00,Wellness,Mobile App,Completed,30,33,37,Urinary Tract Disease,No,Yes,3
A0009985,CL006,P002484,C001652,EMP0140,2025-02-12,12:00,Specialty Consult,Phone,Completed,60,93,30,Dermatitis/Allergy,No,No,
A0009986,CL004,P008810,C005861,EMP0089,2024-08-31,11:00,Wellness,Mobile App,Completed,30,25,3,Trauma,No,No,5
A0009987,CL011,P000703,C000477,EMP0263,2025-07-10,09:00,Vaccination,Online,Cancelled,20,,,,No,No,
A0009988,CL004,P010329,C006858,EMP0088,2025-12-22,16:30,Dental,Mobile App,Completed,120,113,15,Routine/Healthy,No,Yes,5
A0009989,CL009,P012090,C008029,EMP0218,2025-05-17,11:30,Emergency,Mobile App,No Show,60,,,,No,No,
A0009990,CL004,P004469,C002966,EMP0085,2024-07-04,17:45,Dental,Online,No Show,120,,,,No,No,
A0009991,CL010,P001532,C001029,EMP0230,2024-09-28,10:00,Specialty Consult,Phone,Cancelled,60,,,,No,No,
A0009992,CL003,P004714,C003139,EMP0054,2024-09-23,18:15,Follow-up,In Person,Completed,20,17,11,Routine/Healthy,No,No,5
A0009993,CL010,P002588,C001713,EMP0230,2025-02-28,13:15,Dental,In Person,Completed,120,118,0,Routine/Healthy,No,No,5
A0009994,CL012,P004880,C003250,EMP0298,2024-05-23,13:00,Wellness,Online,Cancelled,30,,,,No,No,
A0009995,CL012,P006604,C004422,EMP0285,2025-12-20,14:15,Follow-up,Mobile App,Completed,20,19,23,Otitis Externa,No,No,4
A0009996,CL006,P001588,C001062,EMP0132,2025-07-08,14:00,Surgery,Mobile App,Completed,150,143,21,Trauma,No,Yes,5
A0009997,CL008,P008835,C005881,EMP0191,2025-04-29,10:15,Follow-up,Mobile App,Cancelled,20,,,,No,No,
A0009998,CL006,P006589,C004410,EMP0149,2025-12-11,18:45,Follow-up,Mobile App,Cancelled,20,,,,No,No,
A0009999,CL007,P000461,C000319,EMP0170,2024-05-08,14:00,Wellness,In Person,Cancelled,30,,,,No,No,
A0010000,CL012,P012680,C008425,EMP0291,2024-08-03,11:15,Sick Visit,Phone,Completed,30,43,19,Dermatitis/Allergy,No,No,5
A0010001,CL008,P004170,C002768,EMP0182,2024-04-17,10:30,Sick Visit,Phone,Completed,30,34,26,Routine/Healthy,No,No,2
A0010002,CL008,P009975,C006638,EMP0175,2024-06-12,10:00,Emergency,Mobile App,Completed,60,59,33,Trauma,No,No,
A0010003,CL008,P003455,C002292,EMP0182,2025-09-04,10:00,Wellness,Online,Completed,30,35,10,Gastrointestinal Upset,No,Yes,
A0010004,CL009,P012316,C008176,EMP0209,2024-03-09,11:00,Sick Visit,Mobile App,Completed,30,16,8,Gastrointestinal Upset,Yes,No,5
A0010005,CL007,P010452,C006941,EMP0162,2025-06-30,09:30,Surgery,In Person,Cancelled,150,,,,Yes,No,
A0010006,CL004,P000734,C000494,EMP0104,2025-10-17,14:30,Wellness,Online,Completed,30,29,29,Dermatitis/Allergy,No,No,4
A0010007,CL001,P009672,C006427,EMP0010,2025-04-29,13:15,Dental,Phone,No Show,120,,,,No,No,
A0010008,CL011,P006669,C004462,EMP0262,2025-03-07,17:30,Emergency,Online,Completed,60,68,37,Otitis Externa,No,No,5
A0010009,CL006,P008988,C005974,EMP0149,2024-09-14,13:30,Emergency,In Person,Completed,60,70,19,Kidney Disease,No,No,
A0010010,CL006,P007058,C004720,EMP0149,2024-09-21,09:30,Emergency,Mobile App,Completed,60,70,39,Urinary Tract Disease,No,No,4
A0010011,CL001,P011638,C007734,EMP0015,2025-05-03,11:45,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0010012,CL008,P003730,C002466,EMP0191,2024-03-14,11:30,Wellness,Online,Completed,30,27,0,Upper Respiratory Infection,No,Yes,5
A0010013,CL003,P002128,C001421,EMP0054,2024-03-23,17:00,Sick Visit,Phone,Completed,30,24,2,Heart Disease,No,Yes,5
A0010014,CL001,P011517,C007655,EMP0016,2024-12-03,14:15,Wellness,Mobile App,Completed,30,20,17,Other,No,No,3
A0010015,CL010,P003391,C002251,EMP0238,2024-04-26,13:15,Follow-up,In Person,Completed,20,20,16,Gastrointestinal Upset,No,No,4
A0010016,CL008,P006158,C004132,EMP0182,2025-07-31,15:45,Sick Visit,Mobile App,Completed,30,16,17,Kidney Disease,No,No,
A0010017,CL002,P002003,C001339,EMP0031,2025-03-29,11:15,Follow-up,In Person,Cancelled,20,,,,No,No,
A0010018,CL006,P002509,C001667,EMP0144,2025-10-07,15:15,Emergency,Online,No Show,60,,,,No,No,
A0010019,CL011,P010240,C006807,EMP0251,2025-09-20,08:45,Wellness,Mobile App,Completed,30,20,10,Routine/Healthy,No,No,5
A0010020,CL010,P010649,C007067,EMP0227,2024-08-10,10:15,Sick Visit,Phone,Completed,30,46,0,Urinary Tract Disease,No,No,5
A0010021,CL007,P012353,C008199,EMP0170,2024-07-11,14:30,Sick Visit,In Person,Completed,30,16,25,Lameness/Arthritis,No,No,5
A0010022,CL002,P005397,C003614,EMP0045,2024-10-22,12:45,Follow-up,Phone,Completed,20,15,20,Lameness/Arthritis,No,No,
A0010023,CL002,P012595,C008369,EMP0031,2025-09-20,16:15,Sick Visit,Mobile App,Cancelled,30,,,,Yes,No,
A0010024,CL007,P008955,C005954,EMP0164,2025-04-01,09:45,Sick Visit,Mobile App,Completed,30,24,24,Routine/Healthy,No,No,
A0010025,CL005,P000028,C000020,EMP0130,2024-12-09,14:00,Emergency,In Person,Completed,60,60,41,Heart Disease,No,Yes,5
A0010026,CL010,P007307,C004884,EMP0229,2024-08-13,10:30,Sick Visit,Online,No Show,30,,,,No,No,
A0010027,CL004,P000057,C000038,EMP0082,2025-06-24,08:15,Emergency,In Person,Completed,60,56,2,Routine/Healthy,No,No,5
A0010028,CL003,P008818,C005868,EMP0054,2025-12-16,13:30,Vaccination,Online,No Show,20,,,,No,No,
A0010029,CL004,P008357,C005578,EMP0099,2024-09-15,09:45,Surgery,Phone,Completed,150,148,18,Routine/Healthy,No,No,4
A0010030,CL008,P007311,C004888,EMP0190,2025-10-14,10:45,Emergency,Phone,Completed,60,46,34,Heart Disease,No,No,
A0010031,CL011,P011811,C007849,EMP0264,2025-04-04,14:30,Wellness,In Person,Completed,30,21,15,Mass/Neoplasia,No,Yes,5
A0010032,CL003,P005989,C004016,EMP0065,2025-08-07,18:30,Wellness,Phone,Completed,30,23,33,Dermatitis/Allergy,No,Yes,3
A0010033,CL011,P002186,C001460,EMP0264,2025-05-04,16:15,Wellness,Phone,Completed,30,32,1,Dental Disease,No,No,5
A0010034,CL010,P004014,C002659,EMP0238,2025-08-19,13:30,Sick Visit,Online,Cancelled,30,,,,No,No,
A0010035,CL007,P005648,C003795,EMP0160,2025-06-26,12:15,Specialty Consult,Phone,No Show,60,,,,No,No,
A0010036,CL009,P000285,C000199,EMP0210,2024-08-07,10:15,Vaccination,Mobile App,Completed,20,13,15,Routine/Healthy,No,No,
A0010037,CL012,P007871,C005246,EMP0291,2024-04-12,12:15,Wellness,Online,Completed,30,24,34,Trauma,No,Yes,3
A0010038,CL008,P007692,C005123,EMP0186,2025-03-08,09:00,Emergency,Mobile App,Completed,60,53,23,Upper Respiratory Infection,No,No,4
A0010039,CL012,P002646,C001751,EMP0289,2024-06-11,16:00,Wellness,Phone,Completed,30,35,35,Routine/Healthy,No,No,5
A0010040,CL012,P003830,C002532,EMP0300,2025-08-06,12:00,Sick Visit,Online,Completed,30,28,20,Urinary Tract Disease,No,No,5
A0010041,CL012,P011502,C007643,EMP0278,2024-11-20,10:30,Vaccination,In Person,Completed,20,20,0,Routine/Healthy,No,Yes,5
A0010042,CL011,P011025,C007329,EMP0266,2025-05-07,13:45,Dental,Phone,Completed,120,105,9,Otitis Externa,No,Yes,4
A0010043,CL007,P002997,C001992,EMP0157,2024-04-24,11:00,Emergency,Online,Completed,60,14,31,Otitis Externa,No,Yes,5
A0010044,CL009,P004569,C003036,EMP0214,2025-12-28,12:30,Emergency,Phone,No Show,60,,,,No,No,
A0010045,CL005,P004134,C002745,EMP0115,2024-03-19,12:45,Vaccination,In Person,No Show,20,,,,Yes,No,
A0010046,CL003,P009511,C006324,EMP0062,2025-02-20,16:30,Follow-up,Online,Completed,20,25,7,Dermatitis/Allergy,Yes,Yes,4
A0010047,CL010,P008619,C005740,EMP0229,2024-08-29,14:15,Wellness,Online,Completed,30,34,22,Dermatitis/Allergy,No,No,5
A0010048,CL006,P001502,C001008,EMP0131,2024-08-08,10:45,Vaccination,In Person,Completed,20,16,9,Routine/Healthy,No,Yes,4
A0010049,CL001,P000938,C000640,EMP0021,2024-01-03,12:30,Specialty Consult,Mobile App,Completed,60,71,10,Otitis Externa,No,Yes,4
A0010050,CL005,P005621,C003776,EMP0117,2024-09-19,14:15,Wellness,Mobile App,Completed,30,25,18,Routine/Healthy,No,Yes,5
A0010051,CL002,P006884,C004610,EMP0037,2024-10-29,09:30,Vaccination,In Person,Cancelled,20,,,,No,No,
A0010052,CL003,P000103,C000070,EMP0065,2025-01-16,16:45,Sick Visit,In Person,No Show,30,,,,No,No,
A0010053,CL003,P001514,C001017,EMP0075,2024-09-25,14:15,Specialty Consult,In Person,Completed,60,76,6,Gastrointestinal Upset,No,Yes,4
A0010054,CL009,P005678,C003813,EMP0207,2025-05-15,08:30,Follow-up,Phone,Completed,20,21,27,Dermatitis/Allergy,No,No,4
A0010055,CL011,P008578,C005718,EMP0266,2025-04-02,15:00,Specialty Consult,In Person,Completed,60,63,21,Lameness/Arthritis,No,Yes,5
A0010056,CL007,P005543,C003721,EMP0165,2024-12-14,09:00,Specialty Consult,Mobile App,No Show,60,,,,No,No,
A0010057,CL010,P003191,C002116,EMP0227,2024-01-31,18:15,Wellness,In Person,Completed,30,38,17,Mass/Neoplasia,No,Yes,
A0010058,CL012,P006788,C004542,EMP0277,2025-07-19,13:00,Vaccination,Online,Completed,20,11,7,Routine/Healthy,No,No,4
A0010059,CL012,P007077,C004731,EMP0298,2024-05-01,11:30,Wellness,Phone,Completed,30,33,17,Gastrointestinal Upset,No,No,4
A0010060,CL008,P008506,C005675,EMP0193,2024-05-10,12:45,Emergency,Phone,Completed,60,63,20,Lameness/Arthritis,No,No,5
A0010061,CL005,P003911,C002586,EMP0107,2024-03-01,16:15,Surgery,Mobile App,Completed,150,150,0,Diabetes,No,Yes,5
A0010062,CL006,P001736,C001152,EMP0150,2025-06-13,10:30,Sick Visit,Online,Completed,30,24,24,Otitis Externa,No,No,2
A0010063,CL010,P009949,C006622,EMP0235,2025-03-10,17:30,Dental,Phone,Completed,120,175,8,Otitis Externa,No,Yes,5
A0010064,CL012,P011036,C007337,EMP0291,2025-08-14,13:45,Emergency,Phone,Completed,60,48,29,Urinary Tract Disease,No,No,4
A0010065,CL010,P002558,C001696,EMP0226,2024-06-20,13:00,Sick Visit,Phone,Completed,30,22,26,Gastrointestinal Upset,No,No,5
A0010066,CL008,P002006,C001340,EMP0182,2024-10-06,13:45,Vaccination,Online,Completed,20,18,12,Lameness/Arthritis,No,Yes,5
A0010067,CL011,P006062,C004062,EMP0263,2025-04-19,11:45,Follow-up,In Person,Completed,20,18,24,Dental Disease,No,No,
A0010068,CL007,P002913,C001938,EMP0157,2025-01-10,10:45,Vaccination,Mobile App,No Show,20,,,,No,No,
A0010069,CL001,P011818,C007852,EMP0015,2025-03-06,11:30,Vaccination,Phone,Completed,20,26,13,Other,No,No,3
A0010070,CL004,P006659,C004456,EMP0085,2025-04-16,09:00,Wellness,Online,Cancelled,30,,,,No,No,
A0010071,CL005,P008456,C005646,EMP0124,2025-07-11,11:30,Sick Visit,Phone,No Show,30,,,,No,No,
A0010072,CL010,P003675,C002436,EMP0238,2024-07-26,13:15,Vaccination,Phone,Completed,20,21,5,Trauma,No,No,
A0010073,CL007,P007108,C004754,EMP0162,2025-08-28,10:00,Wellness,Online,No Show,30,,,,No,No,
A0010074,CL002,P007576,C005051,EMP0031,2025-11-16,12:15,Vaccination,In Person,Completed,20,25,12,Upper Respiratory Infection,No,Yes,5
A0010075,CL007,P011347,C007548,EMP0162,2024-09-28,17:30,Wellness,Mobile App,No Show,30,,,,No,No,
A0010076,CL004,P008168,C005448,EMP0104,2025-09-29,08:30,Wellness,Mobile App,Completed,30,28,34,Routine/Healthy,No,Yes,5
A0010077,CL008,P010262,C006819,EMP0186,2024-02-21,14:15,Dental,Online,Cancelled,120,,,,No,No,
A0010078,CL011,P000665,C000450,EMP0254,2025-11-12,16:15,Wellness,Online,Completed,30,32,11,Routine/Healthy,No,No,4
